asset_id,timestamp,temperature_c,vibration_mm_s,partial_discharge_pc,oil_quality_index,label_failure_within_14d
TX-002,2026-07-03T08:00:00,50.8,1.99,11.2,87.1,0
TX-002,2026-07-04T08:00:00,50.6,2.65,11.2,86.4,0
TX-002,2026-07-05T08:00:00,53.9,3.06,14.4,82.4,0
TX-002,2026-07-06T08:00:00,51.0,3.2,14.5,86.2,0
TX-002,2026-07-07T08:00:00,44.5,3.31,13.2,89.0,0
TX-002,2026-07-08T08:00:00,52.4,2.88,16.7,82.9,0
TX-002,2026-07-09T08:00:00,56.6,2.61,18.6,86.3,0
TX-002,2026-07-10T08:00:00,55.4,2.58,14.1,85.3,0
TX-002,2026-07-11T08:00:00,47.8,2.65,17.5,82.2,0
TX-002,2026-07-12T08:00:00,57.8,2.62,15.7,82.4,0
TX-002,2026-07-13T08:00:00,55.4,3.05,18.1,87.4,0
TX-002,2026-07-14T08:00:00,57.7,2.95,11.0,87.3,0
TX-002,2026-07-15T08:00:00,50.0,2.69,16.9,85.6,0
TX-002,2026-07-16T08:00:00,58.7,2.87,9.6,84.1,0
TX-002,2026-07-17T08:00:00,54.5,2.73,19.0,84.2,0
TX-002,2026-07-18T08:00:00,49.6,3.05,11.3,88.1,0
TX-002,2026-07-19T08:00:00,54.8,2.31,18.0,89.4,0
TX-002,2026-07-20T08:00:00,47.9,3.23,16.2,85.0,0
TX-002,2026-07-21T08:00:00,55.0,3.06,12.6,87.5,0
TX-002,2026-07-22T08:00:00,49.9,3.65,19.3,82.3,0
TX-002,2026-07-23T08:00:00,53.9,3.44,13.2,84.4,0
TX-002,2026-07-24T08:00:00,52.7,3.34,12.9,84.7,0
TX-002,2026-07-25T08:00:00,55.6,2.79,12.1,82.0,0
TX-002,2026-07-26T08:00:00,49.4,2.4,9.6,83.2,0
TX-002,2026-07-27T08:00:00,54.8,2.89,12.2,82.7,0
TX-002,2026-07-28T08:00:00,51.0,2.31,11.0,86.1,0
TX-002,2026-07-29T08:00:00,49.7,2.88,12.9,89.5,0
TX-002,2026-07-30T08:00:00,48.6,2.95,13.7,83.2,0
TX-002,2026-07-31T08:00:00,54.9,2.93,11.5,85.5,0
TX-002,2026-08-01T08:00:00,55.1,3.39,12.9,87.6,0
TX-002,2026-08-02T08:00:00,53.4,2.08,16.3,84.5,0
TX-002,2026-08-03T08:00:00,51.3,3.24,13.3,86.7,0
TX-002,2026-08-04T08:00:00,53.7,3.17,16.8,85.6,0
TX-002,2026-08-05T08:00:00,50.8,3.24,14.8,88.7,0
TX-002,2026-08-06T08:00:00,55.4,3.17,12.4,83.9,0
TX-002,2026-08-07T08:00:00,54.2,2.4,11.2,84.5,0
TX-002,2026-08-08T08:00:00,53.7,2.95,18.1,83.9,0
TX-002,2026-08-09T08:00:00,56.0,2.81,14.1,85.2,0
TX-002,2026-08-10T08:00:00,47.7,2.89,12.8,82.8,0
TX-002,2026-08-11T08:00:00,48.3,2.69,9.1,86.4,0
TX-002,2026-08-12T08:00:00,53.2,2.2,12.7,86.2,0
TX-002,2026-08-13T08:00:00,52.2,2.76,13.6,84.4,0
TX-002,2026-08-14T08:00:00,48.8,2.85,13.0,90.6,0
TX-002,2026-08-15T08:00:00,53.3,2.69,17.7,84.4,0
TX-002,2026-08-16T08:00:00,54.7,2.52,19.4,83.4,0
TX-002,2026-08-17T08:00:00,55.1,3.32,13.8,84.7,0
TX-002,2026-08-18T08:00:00,55.7,3.14,11.4,85.1,0
TX-002,2026-08-19T08:00:00,51.1,2.57,12.8,87.1,0
TX-002,2026-08-20T08:00:00,58.7,3.91,14.5,83.0,0
TX-002,2026-08-21T08:00:00,51.0,3.51,10.1,84.1,0
TX-002,2026-08-22T08:00:00,52.2,3.57,11.7,86.9,0
TX-002,2026-08-23T08:00:00,57.9,2.8,16.1,81.6,0
TX-002,2026-08-24T08:00:00,53.7,2.78,7.0,85.5,0
TX-002,2026-08-25T08:00:00,55.0,2.19,10.5,83.2,0
TX-002,2026-08-26T08:00:00,52.4,2.75,11.8,82.7,0
TX-002,2026-08-27T08:00:00,54.9,2.68,14.4,84.2,0
TX-002,2026-08-28T08:00:00,55.3,2.81,17.3,84.9,0
TX-002,2026-08-29T08:00:00,56.6,3.37,10.3,86.5,0
TX-002,2026-08-30T08:00:00,59.3,2.48,14.6,84.0,0
TX-002,2026-08-31T08:00:00,55.3,3.08,12.7,87.3,0
TX-002,2026-09-01T08:00:00,51.4,2.81,17.8,88.6,0
TX-002,2026-09-02T08:00:00,52.4,3.18,15.4,81.5,0
TX-002,2026-09-03T08:00:00,51.1,2.39,13.2,83.9,0
TX-002,2026-09-04T08:00:00,54.0,3.38,16.0,90.0,0
TX-002,2026-09-05T08:00:00,53.2,3.18,16.0,87.7,0
TX-002,2026-09-06T08:00:00,52.8,3.21,19.6,83.3,0
TX-002,2026-09-07T08:00:00,53.7,3.07,13.4,82.9,0
TX-002,2026-09-08T08:00:00,59.4,2.78,19.9,83.7,0
TX-002,2026-09-09T08:00:00,53.3,3.19,14.1,82.9,0
TX-002,2026-09-10T08:00:00,51.8,2.98,12.7,84.9,0
TX-002,2026-09-11T08:00:00,47.2,2.64,14.2,83.7,0
TX-002,2026-09-12T08:00:00,51.0,2.51,14.9,87.7,0
TX-003,2026-06-15T08:00:00,46.4,2.51,18.6,86.9,0
TX-003,2026-06-16T08:00:00,50.3,2.44,15.8,86.0,0
TX-003,2026-06-17T08:00:00,44.0,2.33,9.9,88.8,0
TX-003,2026-06-18T08:00:00,53.0,2.3,18.1,91.1,0
TX-003,2026-06-19T08:00:00,48.7,3.14,16.8,85.8,0
TX-003,2026-06-20T08:00:00,47.2,2.4,14.5,81.6,0
TX-003,2026-06-21T08:00:00,52.2,2.49,17.1,85.4,0
TX-003,2026-06-22T08:00:00,59.6,1.96,12.9,87.6,0
TX-003,2026-06-23T08:00:00,57.6,2.22,21.2,84.4,0
TX-003,2026-06-24T08:00:00,54.4,2.65,22.4,89.8,0
TX-003,2026-06-25T08:00:00,48.6,3.79,12.3,85.6,0
TX-003,2026-06-26T08:00:00,56.0,2.33,13.8,86.5,0
TX-003,2026-06-27T08:00:00,51.9,2.77,13.5,86.6,0
TX-003,2026-06-28T08:00:00,52.5,3.22,16.7,83.7,0
TX-003,2026-06-29T08:00:00,50.6,2.37,19.7,82.9,0
TX-003,2026-06-30T08:00:00,52.2,2.19,19.5,87.8,0
TX-003,2026-07-01T08:00:00,51.2,2.82,14.7,87.6,0
TX-003,2026-07-02T08:00:00,50.4,2.91,15.9,81.3,0
TX-003,2026-07-03T08:00:00,49.0,3.23,20.1,86.4,0
TX-003,2026-07-04T08:00:00,50.2,2.49,17.6,87.4,0
TX-003,2026-07-05T08:00:00,47.6,2.88,19.4,84.3,0
TX-003,2026-07-06T08:00:00,50.0,2.81,17.9,85.4,0
TX-003,2026-07-07T08:00:00,49.0,2.43,16.9,87.1,0
TX-003,2026-07-08T08:00:00,50.5,2.07,12.4,87.5,0
TX-003,2026-07-09T08:00:00,46.9,2.71,14.6,85.0,0
TX-003,2026-07-10T08:00:00,50.6,3.29,16.6,85.6,0
TX-003,2026-07-11T08:00:00,46.1,2.82,19.1,87.4,0
TX-003,2026-07-12T08:00:00,54.1,2.81,11.8,86.1,0
TX-003,2026-07-13T08:00:00,52.1,2.91,14.2,86.1,0
TX-003,2026-07-14T08:00:00,51.7,3.13,18.7,87.5,0
TX-003,2026-07-15T08:00:00,51.8,2.21,12.4,86.0,0
TX-003,2026-07-16T08:00:00,53.7,2.78,17.4,83.2,0
TX-003,2026-07-17T08:00:00,46.2,3.07,15.6,83.6,0
TX-003,2026-07-18T08:00:00,53.2,2.72,24.6,88.7,0
TX-003,2026-07-19T08:00:00,51.6,2.56,16.4,86.0,0
TX-003,2026-07-20T08:00:00,46.2,2.99,16.5,80.7,0
TX-003,2026-07-21T08:00:00,48.7,2.29,18.7,86.1,0
TX-003,2026-07-22T08:00:00,55.0,1.98,12.5,88.4,0
TX-003,2026-07-23T08:00:00,48.6,2.2,14.1,84.7,0
TX-003,2026-07-24T08:00:00,52.2,3.07,11.0,85.6,0
TX-003,2026-07-25T08:00:00,50.6,2.65,18.2,86.5,0
TX-003,2026-07-26T08:00:00,48.8,2.17,10.2,85.5,0
TX-003,2026-07-27T08:00:00,50.6,2.99,14.6,90.9,0
TX-003,2026-07-28T08:00:00,50.3,2.43,16.9,84.3,0
TX-003,2026-07-29T08:00:00,51.2,1.79,17.7,86.4,0
TX-003,2026-07-30T08:00:00,51.2,2.68,11.9,84.4,0
TX-003,2026-07-31T08:00:00,55.3,2.82,13.9,87.1,0
TX-003,2026-08-01T08:00:00,51.8,3.4,19.0,87.1,0
TX-003,2026-08-02T08:00:00,49.2,3.33,15.4,84.5,0
TX-003,2026-08-03T08:00:00,46.9,2.27,14.6,87.8,0
TX-003,2026-08-04T08:00:00,53.3,3.08,16.2,87.9,0
TX-003,2026-08-05T08:00:00,57.3,2.98,20.5,83.2,0
TX-003,2026-08-06T08:00:00,48.3,2.32,7.7,86.4,0
TX-003,2026-08-07T08:00:00,54.7,2.41,16.3,84.5,0
TX-003,2026-08-08T08:00:00,49.1,2.73,12.1,88.6,0
TX-003,2026-08-09T08:00:00,44.8,2.75,14.2,89.2,0
TX-003,2026-08-10T08:00:00,52.8,1.79,8.5,84.2,0
TX-003,2026-08-11T08:00:00,49.1,2.54,15.8,87.6,0
TX-003,2026-08-12T08:00:00,46.5,1.9,16.5,85.5,0
TX-003,2026-08-13T08:00:00,50.3,2.36,15.2,89.2,0
TX-003,2026-08-14T08:00:00,45.7,2.13,17.6,89.4,0
TX-003,2026-08-15T08:00:00,49.9,2.11,9.7,86.8,0
TX-003,2026-08-16T08:00:00,46.8,3.49,22.7,86.7,0
TX-003,2026-08-17T08:00:00,52.0,2.57,19.1,86.2,0
TX-003,2026-08-18T08:00:00,50.8,3.16,17.6,90.5,0
TX-003,2026-08-19T08:00:00,45.7,2.4,13.0,87.9,0
TX-003,2026-08-20T08:00:00,49.1,2.86,12.2,86.0,0
TX-003,2026-08-21T08:00:00,57.5,3.27,10.1,87.0,0
TX-003,2026-08-22T08:00:00,53.0,2.42,12.4,87.6,0
TX-003,2026-08-23T08:00:00,50.9,2.84,15.2,90.9,0
TX-003,2026-08-24T08:00:00,47.8,2.42,17.3,87.7,0
TX-003,2026-08-25T08:00:00,46.4,3.14,11.3,86.2,0
TX-003,2026-08-26T08:00:00,49.6,2.34,19.1,81.5,0
TX-003,2026-08-27T08:00:00,48.4,2.26,18.3,89.3,0
TX-003,2026-08-28T08:00:00,52.9,3.18,9.0,86.6,0
TX-003,2026-08-29T08:00:00,46.4,2.47,16.5,86.4,0
TX-003,2026-08-30T08:00:00,54.7,1.83,13.2,83.3,0
TX-003,2026-08-31T08:00:00,45.6,3.02,16.3,89.3,0
TX-003,2026-09-01T08:00:00,54.1,2.65,12.8,88.2,0
TX-003,2026-09-02T08:00:00,48.5,2.14,12.3,86.5,0
TX-003,2026-09-03T08:00:00,54.4,2.64,19.4,86.4,0
TX-003,2026-09-04T08:00:00,49.3,3.71,21.2,86.6,0
TX-003,2026-09-05T08:00:00,48.1,1.98,16.9,85.7,0
TX-003,2026-09-06T08:00:00,52.0,2.75,17.0,88.5,0
TX-003,2026-09-07T08:00:00,51.5,2.33,13.4,87.4,0
TX-003,2026-09-08T08:00:00,47.3,2.91,17.9,86.1,0
TX-003,2026-09-09T08:00:00,48.2,1.91,12.3,83.0,0
TX-003,2026-09-10T08:00:00,50.6,2.44,13.0,88.0,0
TX-003,2026-09-11T08:00:00,51.0,2.64,17.4,88.3,0
TX-003,2026-09-12T08:00:00,45.8,2.9,10.3,84.6,0
TX-004,2026-06-15T08:00:00,55.2,2.73,15.5,83.2,0
TX-004,2026-06-16T08:00:00,56.4,1.84,12.6,82.9,0
TX-004,2026-06-17T08:00:00,58.3,2.87,16.6,81.3,0
TX-004,2026-06-18T08:00:00,58.9,2.64,10.5,87.5,0
TX-004,2026-06-19T08:00:00,47.9,2.11,12.8,80.9,0
TX-004,2026-06-20T08:00:00,53.8,2.57,13.8,86.6,0
TX-004,2026-06-21T08:00:00,47.3,3.0,11.0,85.7,0
TX-004,2026-06-22T08:00:00,57.9,3.38,12.9,80.5,0
TX-004,2026-06-23T08:00:00,53.2,2.43,8.2,84.3,0
TX-004,2026-06-24T08:00:00,49.4,3.03,16.4,82.3,0
TX-004,2026-06-25T08:00:00,52.3,2.36,12.1,89.0,0
TX-004,2026-06-26T08:00:00,49.4,2.48,16.4,82.0,0
TX-004,2026-06-27T08:00:00,50.3,1.92,17.0,84.2,0
TX-004,2026-06-28T08:00:00,53.6,1.85,15.0,83.4,0
TX-004,2026-06-29T08:00:00,51.2,1.91,13.3,81.1,0
TX-004,2026-06-30T08:00:00,52.4,2.48,12.5,84.6,0
TX-004,2026-07-01T08:00:00,52.0,2.67,14.7,84.8,0
TX-004,2026-07-02T08:00:00,49.3,2.32,16.2,83.1,0
TX-004,2026-07-03T08:00:00,55.6,2.75,12.1,84.6,0
TX-004,2026-07-04T08:00:00,51.4,2.84,19.0,85.0,0
TX-004,2026-07-05T08:00:00,59.0,1.84,11.8,82.3,0
TX-004,2026-07-06T08:00:00,51.0,2.61,12.4,85.0,0
TX-004,2026-07-07T08:00:00,55.1,2.62,10.4,83.9,0
TX-004,2026-07-08T08:00:00,54.2,2.6,13.6,85.6,0
TX-004,2026-07-09T08:00:00,50.5,2.31,15.5,83.9,0
TX-004,2026-07-10T08:00:00,54.7,2.34,9.5,80.3,0
TX-004,2026-07-11T08:00:00,50.9,2.77,15.8,79.2,0
TX-004,2026-07-12T08:00:00,53.8,2.42,10.3,87.2,0
TX-004,2026-07-13T08:00:00,53.0,2.79,21.2,81.7,0
TX-004,2026-07-14T08:00:00,51.0,3.05,9.5,83.0,0
TX-004,2026-07-15T08:00:00,52.3,2.84,14.7,81.0,0
TX-004,2026-07-16T08:00:00,55.1,2.79,10.3,81.4,0
TX-004,2026-07-17T08:00:00,50.6,2.0,16.7,82.2,0
TX-004,2026-07-18T08:00:00,51.3,2.04,12.3,85.8,0
TX-004,2026-07-19T08:00:00,54.4,1.81,10.5,84.1,0
TX-004,2026-07-20T08:00:00,50.7,2.23,10.9,80.2,0
TX-004,2026-07-21T08:00:00,52.5,2.3,16.9,82.7,0
TX-004,2026-07-22T08:00:00,49.3,2.73,17.5,81.3,0
TX-004,2026-07-23T08:00:00,47.1,2.26,9.4,86.1,0
TX-004,2026-07-24T08:00:00,48.0,2.33,17.9,84.6,0
TX-004,2026-07-25T08:00:00,50.6,2.14,12.9,82.3,0
TX-004,2026-07-26T08:00:00,56.7,2.39,9.4,84.8,0
TX-004,2026-07-27T08:00:00,55.3,2.37,15.8,82.9,0
TX-004,2026-07-28T08:00:00,48.6,2.42,10.0,81.5,0
TX-004,2026-07-29T08:00:00,49.4,2.59,14.0,80.2,0
TX-004,2026-07-30T08:00:00,49.4,2.46,14.9,83.0,0
TX-004,2026-07-31T08:00:00,45.6,2.97,18.8,86.0,0
TX-004,2026-08-01T08:00:00,53.8,2.72,11.5,83.2,0
TX-004,2026-08-02T08:00:00,48.8,2.5,9.2,84.0,0
TX-004,2026-08-03T08:00:00,51.1,2.76,14.0,81.9,0
TX-004,2026-08-04T08:00:00,54.7,1.99,12.7,81.7,0
TX-004,2026-08-05T08:00:00,54.4,2.43,14.3,83.9,0
TX-004,2026-08-06T08:00:00,45.1,2.09,13.8,84.8,0
TX-004,2026-08-07T08:00:00,53.9,2.98,12.8,83.0,0
TX-004,2026-08-08T08:00:00,50.7,2.28,11.0,81.7,0
TX-004,2026-08-09T08:00:00,51.6,2.2,13.6,79.2,0
TX-004,2026-08-10T08:00:00,53.5,2.53,14.8,81.9,0
TX-004,2026-08-11T08:00:00,50.7,2.85,13.0,86.8,0
TX-004,2026-08-12T08:00:00,48.0,2.36,10.1,81.2,0
TX-004,2026-08-13T08:00:00,49.8,2.26,15.8,80.5,0
TX-004,2026-08-14T08:00:00,54.0,1.88,12.3,85.5,0
TX-004,2026-08-15T08:00:00,53.6,2.57,15.4,84.0,0
TX-004,2026-08-16T08:00:00,54.1,3.02,10.4,82.7,0
TX-004,2026-08-17T08:00:00,54.1,2.76,15.1,85.4,0
TX-004,2026-08-18T08:00:00,50.7,1.92,17.3,82.8,0
TX-004,2026-08-19T08:00:00,50.5,2.47,12.2,84.8,0
TX-004,2026-08-20T08:00:00,54.8,2.58,15.1,82.9,0
TX-004,2026-08-21T08:00:00,55.3,1.51,10.0,82.7,0
TX-004,2026-08-22T08:00:00,50.9,2.08,15.3,80.9,0
TX-004,2026-08-23T08:00:00,52.8,2.51,13.6,81.2,0
TX-004,2026-08-24T08:00:00,51.6,2.95,15.1,84.7,0
TX-004,2026-08-25T08:00:00,51.9,1.78,12.1,82.5,0
TX-004,2026-08-26T08:00:00,56.1,2.91,14.7,81.1,0
TX-004,2026-08-27T08:00:00,52.6,2.35,12.7,80.3,0
TX-004,2026-08-28T08:00:00,53.6,2.44,15.9,79.9,0
TX-004,2026-08-29T08:00:00,48.8,3.91,10.8,83.4,0
TX-004,2026-08-30T08:00:00,53.5,2.06,18.7,82.7,0
TX-004,2026-08-31T08:00:00,52.6,3.18,11.1,81.8,0
TX-004,2026-09-01T08:00:00,51.1,1.91,14.3,83.8,0
TX-004,2026-09-02T08:00:00,52.7,2.72,16.1,83.5,0
TX-004,2026-09-03T08:00:00,51.5,2.94,11.4,85.6,0
TX-004,2026-09-04T08:00:00,51.6,2.76,19.0,78.3,0
TX-004,2026-09-05T08:00:00,51.6,2.29,18.6,82.0,0
TX-004,2026-09-06T08:00:00,60.4,1.84,14.5,82.0,0
TX-004,2026-09-07T08:00:00,53.7,2.23,12.1,79.2,0
TX-004,2026-09-08T08:00:00,52.5,1.86,9.5,83.0,0
TX-004,2026-09-09T08:00:00,51.8,2.87,9.4,83.7,0
TX-004,2026-09-10T08:00:00,53.1,2.34,11.1,82.7,0
TX-004,2026-09-11T08:00:00,54.8,2.31,16.0,82.3,0
TX-004,2026-09-12T08:00:00,57.4,2.47,12.9,79.6,0
TX-005,2026-06-15T08:00:00,49.5,2.97,12.3,90.5,0
TX-005,2026-06-16T08:00:00,51.7,2.75,11.1,90.6,0
TX-005,2026-06-17T08:00:00,53.1,3.56,10.9,92.2,0
TX-005,2026-06-18T08:00:00,50.6,2.63,10.4,92.5,0
TX-005,2026-06-19T08:00:00,55.1,2.87,13.7,87.8,0
TX-005,2026-06-20T08:00:00,58.0,3.37,12.8,90.0,0
TX-005,2026-06-21T08:00:00,55.7,2.74,12.4,89.0,0
TX-005,2026-06-22T08:00:00,52.7,2.62,15.1,89.3,0
TX-005,2026-06-23T08:00:00,52.5,2.56,8.5,93.1,0
TX-005,2026-06-24T08:00:00,55.3,3.16,11.4,92.9,0
TX-005,2026-06-25T08:00:00,54.2,3.39,12.9,89.9,0
TX-005,2026-06-26T08:00:00,52.2,2.84,13.6,93.0,0
TX-005,2026-06-27T08:00:00,58.4,2.85,16.6,84.5,0
TX-005,2026-06-28T08:00:00,52.4,2.91,15.6,90.8,0
TX-005,2026-06-29T08:00:00,53.6,2.63,10.6,93.8,0
TX-005,2026-06-30T08:00:00,57.1,3.34,13.0,88.9,0
TX-005,2026-07-01T08:00:00,55.4,2.8,12.6,89.9,0
TX-005,2026-07-02T08:00:00,51.9,2.46,12.2,87.2,0
TX-005,2026-07-03T08:00:00,55.6,3.15,10.6,86.3,0
TX-005,2026-07-04T08:00:00,55.0,2.91,13.0,87.3,0
TX-005,2026-07-05T08:00:00,48.0,3.5,12.3,91.0,0
TX-005,2026-07-06T08:00:00,53.6,2.98,9.1,89.1,0
TX-005,2026-07-07T08:00:00,49.7,2.38,10.8,86.4,0
TX-005,2026-07-08T08:00:00,52.4,2.53,9.4,89.7,0
TX-005,2026-07-09T08:00:00,53.7,2.48,19.0,91.4,0
TX-005,2026-07-10T08:00:00,57.1,2.68,15.6,91.5,0
TX-005,2026-07-11T08:00:00,50.7,2.54,21.7,89.2,0
TX-005,2026-07-12T08:00:00,55.2,2.73,15.4,88.0,0
TX-005,2026-07-13T08:00:00,50.8,3.27,13.5,85.0,0
TX-005,2026-07-14T08:00:00,53.8,2.74,15.1,90.6,0
TX-005,2026-07-15T08:00:00,54.8,2.85,13.8,87.7,0
TX-005,2026-07-16T08:00:00,51.3,2.47,8.9,91.6,0
TX-005,2026-07-17T08:00:00,57.0,3.06,11.1,88.9,0
TX-005,2026-07-18T08:00:00,52.5,3.26,14.5,93.5,0
TX-005,2026-07-19T08:00:00,50.9,2.72,9.2,87.1,0
TX-005,2026-07-20T08:00:00,53.3,2.68,11.4,86.9,0
TX-005,2026-07-21T08:00:00,54.4,2.7,15.7,91.1,0
TX-005,2026-07-22T08:00:00,49.8,2.97,11.2,93.0,0
TX-005,2026-07-23T08:00:00,53.7,2.61,11.7,87.0,0
TX-005,2026-07-24T08:00:00,57.6,3.66,7.8,89.5,0
TX-005,2026-07-25T08:00:00,53.4,2.58,16.6,92.5,0
TX-005,2026-07-26T08:00:00,53.0,3.64,13.1,89.5,0
TX-005,2026-07-27T08:00:00,54.6,2.51,17.3,91.2,0
TX-005,2026-07-28T08:00:00,52.7,2.74,10.2,90.5,0
TX-005,2026-07-29T08:00:00,49.9,2.81,11.4,91.1,0
TX-005,2026-07-30T08:00:00,56.9,3.13,12.6,88.6,0
TX-005,2026-07-31T08:00:00,52.9,2.81,14.4,88.8,0
TX-005,2026-08-01T08:00:00,50.9,2.88,17.0,93.7,0
TX-005,2026-08-02T08:00:00,56.2,2.42,17.2,88.3,0
TX-005,2026-08-03T08:00:00,51.5,2.98,8.8,91.6,0
TX-005,2026-08-04T08:00:00,53.6,2.97,10.5,91.7,0
TX-005,2026-08-05T08:00:00,55.3,2.67,15.8,84.7,0
TX-005,2026-08-06T08:00:00,54.9,2.77,10.6,90.3,0
TX-005,2026-08-07T08:00:00,55.3,2.52,12.6,89.9,0
TX-005,2026-08-08T08:00:00,55.0,3.3,11.6,92.6,0
TX-005,2026-08-09T08:00:00,49.9,2.93,7.8,90.1,0
TX-005,2026-08-10T08:00:00,55.9,3.62,13.1,88.5,0
TX-005,2026-08-11T08:00:00,56.9,2.83,13.2,91.8,0
TX-005,2026-08-12T08:00:00,57.1,2.12,13.1,89.9,0
TX-005,2026-08-13T08:00:00,50.6,2.16,12.8,89.1,0
TX-005,2026-08-14T08:00:00,51.6,2.76,11.9,90.0,0
TX-005,2026-08-15T08:00:00,58.5,2.8,18.6,92.5,0
TX-005,2026-08-16T08:00:00,56.7,2.52,12.1,88.1,0
TX-005,2026-08-17T08:00:00,55.0,2.79,14.3,90.6,0
TX-005,2026-08-18T08:00:00,54.3,2.67,10.0,89.1,0
TX-005,2026-08-19T08:00:00,56.8,3.13,14.2,90.1,0
TX-005,2026-08-20T08:00:00,56.4,2.73,14.6,86.0,0
TX-005,2026-08-21T08:00:00,55.1,3.63,17.0,90.4,0
TX-005,2026-08-22T08:00:00,54.2,3.57,17.9,88.1,0
TX-005,2026-08-23T08:00:00,53.2,4.22,19.2,84.7,0
TX-005,2026-08-24T08:00:00,56.2,4.57,19.7,84.4,0
TX-005,2026-08-25T08:00:00,55.7,3.98,19.6,81.3,1
TX-005,2026-08-26T08:00:00,60.4,4.82,23.5,80.7,1
TX-005,2026-08-27T08:00:00,57.9,6.03,22.6,76.2,1
TX-005,2026-08-28T08:00:00,62.2,6.21,23.0,76.3,1
TX-005,2026-08-29T08:00:00,62.8,6.51,22.7,73.3,1
TX-005,2026-08-30T08:00:00,64.4,7.46,34.3,64.9,1
TX-005,2026-08-31T08:00:00,69.2,8.52,29.4,69.4,1
TX-005,2026-09-01T08:00:00,64.1,8.08,34.0,68.8,1
TX-005,2026-09-02T08:00:00,68.7,8.98,38.7,61.8,1
TX-005,2026-09-03T08:00:00,73.0,9.98,38.8,59.8,1
TX-005,2026-09-04T08:00:00,72.4,9.8,40.6,62.2,1
TX-005,2026-09-05T08:00:00,71.1,9.58,44.1,59.4,1
TX-005,2026-09-06T08:00:00,71.3,10.39,41.4,59.4,1
TX-005,2026-09-07T08:00:00,71.2,10.24,39.4,56.2,1
TX-005,2026-09-08T08:00:00,70.9,11.21,41.9,54.8,0
TX-005,2026-09-09T08:00:00,71.5,11.03,44.9,58.9,0
TX-005,2026-09-10T08:00:00,67.6,10.72,44.7,51.6,0
TX-005,2026-09-11T08:00:00,77.0,10.77,40.6,56.9,0
TX-005,2026-09-12T08:00:00,65.2,10.9,40.0,55.0,0
TX-006,2026-06-15T08:00:00,60.2,3.3,13.8,93.5,0
TX-006,2026-06-16T08:00:00,59.3,2.85,16.2,89.2,0
TX-006,2026-06-17T08:00:00,60.3,1.41,13.9,89.2,0
TX-006,2026-06-18T08:00:00,57.8,2.72,15.3,85.2,0
TX-006,2026-06-19T08:00:00,68.5,3.45,13.7,93.1,0
TX-006,2026-06-20T08:00:00,59.9,2.63,15.6,86.0,0
TX-006,2026-06-21T08:00:00,60.9,3.46,14.2,86.4,0
TX-006,2026-06-22T08:00:00,59.7,2.93,10.3,84.7,0
TX-006,2026-06-23T08:00:00,55.5,2.78,15.9,94.8,0
TX-006,2026-06-24T08:00:00,61.6,2.67,11.3,91.5,0
TX-006,2026-06-25T08:00:00,60.9,3.14,13.3,91.7,0
TX-006,2026-06-26T08:00:00,65.8,2.99,13.0,90.3,0
TX-006,2026-06-27T08:00:00,57.7,2.11,14.0,87.8,0
TX-006,2026-06-28T08:00:00,63.0,3.06,17.1,87.6,0
TX-006,2026-06-29T08:00:00,62.5,2.33,15.4,88.8,0
TX-006,2026-06-30T08:00:00,61.9,2.84,14.6,90.3,0
TX-006,2026-07-01T08:00:00,60.2,3.16,17.6,88.2,0
TX-006,2026-07-02T08:00:00,63.3,2.84,16.2,94.0,0
TX-006,2026-07-03T08:00:00,56.7,2.12,13.1,87.9,0
TX-006,2026-07-04T08:00:00,57.5,2.85,11.0,92.2,0
TX-006,2026-07-05T08:00:00,62.4,3.45,19.5,87.8,0
TX-006,2026-07-06T08:00:00,51.6,3.79,13.3,89.2,0
TX-006,2026-07-07T08:00:00,53.7,2.44,14.6,89.0,0
TX-006,2026-07-08T08:00:00,52.6,2.61,15.7,91.9,0
TX-006,2026-07-09T08:00:00,59.7,4.12,15.6,92.9,0
TX-006,2026-07-10T08:00:00,63.1,3.32,8.5,86.1,0
TX-006,2026-07-11T08:00:00,56.8,3.09,12.6,90.1,0
TX-006,2026-07-12T08:00:00,59.0,3.17,15.5,89.3,0
TX-006,2026-07-13T08:00:00,58.2,1.94,15.2,87.8,0
TX-006,2026-07-14T08:00:00,56.3,3.33,15.3,90.7,0
TX-006,2026-07-15T08:00:00,61.9,2.55,11.9,88.2,0
TX-006,2026-07-16T08:00:00,64.3,3.33,11.8,91.0,0
TX-006,2026-07-17T08:00:00,60.2,2.94,14.0,91.0,0
TX-006,2026-07-18T08:00:00,58.6,2.48,13.6,88.8,0
TX-006,2026-07-19T08:00:00,55.6,2.68,11.8,89.4,0
TX-006,2026-07-20T08:00:00,60.8,2.9,13.9,88.6,0
TX-006,2026-07-21T08:00:00,60.7,3.14,14.3,92.2,0
TX-006,2026-07-22T08:00:00,58.2,2.35,12.3,90.9,0
TX-006,2026-07-23T08:00:00,59.1,3.11,7.4,87.6,0
TX-006,2026-07-24T08:00:00,60.7,3.29,10.3,90.0,0
TX-006,2026-07-25T08:00:00,56.9,2.52,12.8,89.7,0
TX-006,2026-07-26T08:00:00,60.3,3.28,17.6,91.2,0
TX-006,2026-07-27T08:00:00,58.0,3.36,8.2,89.5,0
TX-006,2026-07-28T08:00:00,62.2,3.26,15.1,93.1,0
TX-006,2026-07-29T08:00:00,56.8,3.3,12.3,91.5,0
